"Fecha/Hora";"Precipitacion (mm)";"Temperatura (ºC)";"Humedad (%)";"Dir. Del Viento (º)";"Int. del Viento (m/s)"
21/05/2021 14:00:00;0,00;5,10;63,70;175,60;10,90
21/05/2021 13:00:00;0,00;4,20;72,50;171,70;12,10
21/05/2021 12:00:00;0,00;5,50;64,70;181,30;11,40
21/05/2021 11:00:00;0,00;4,40;78,50;165,50;13,20
21/05/2021 10:00:00;0,00;3,40;87,90;152,70;17,60
21/05/2021 09:00:00;0,00;3,00;93,00;149,50;18,10
21/05/2021 08:00:00;0,00;2,90;99,80;144,70;14,60
21/05/2021 07:00:00;0,10;4,20;100,00;142,60;10,10
21/05/2021 06:00:00;0,00;5,40;99,90;153,80;6,60
21/05/2021 05:00:00;0,00;7,00;99,90;203,80;5,60
21/05/2021 04:00:00;0,00;8,20;99,90;239,80;6,10
21/05/2021 03:00:00;0,00;9,10;99,90;279,50;4,60
21/05/2021 02:00:00;0,00;9,70;99,90;297,70;4,30
21/05/2021 01:00:00;0,00;10,00;99,90;317,30;3,80
21/05/2021 00:00:00;0,00;10,30;99,80;315,40;4,50
20/05/2021 23:00:00;0,00;10,40;99,90;312,40;3,90
20/05/2021 22:00:00;0,00;10,50;99,90;344,10;2,30
20/05/2021 21:00:00;0,00;10,60;99,90;335,90;3,10
20/05/2021 20:00:00;0,00;10,70;99,80;350,60;0,80
20/05/2021 19:00:00;0,00;10,60;99,80;340,60;0,60
20/05/2021 18:00:00;0,00;10,80;99,80;21,30;1,30
20/05/2021 17:00:00;0,00;11,20;99,80;317,40;1,50
20/05/2021 16:00:00;0,00;11,50;99,80;275,40;2,70
20/05/2021 15:00:00;0,00;11,50;99,80;297,50;2,90
20/05/2021 14:00:00;0,00;11,30;99,80;305,40;2,40
20/05/2021 13:00:00;0,00;11,40;99,80;350,30;3,20
20/05/2021 12:00:00;0,10;11,30;99,80;341,10;4,30
20/05/2021 11:00:00;0,00;11,40;99,80;344,00;4,20
20/05/2021 10:00:00;0,00;11,30;99,80;341,60;5,00
20/05/2021 09:00:00;0,00;11,10;99,80;347,10;4,50
20/05/2021 08:00:00;0,00;10,80;99,80;352,80;4,00
20/05/2021 07:00:00;0,10;10,70;99,80;358,60;4,00
20/05/2021 06:00:00;0,00;10,80;99,80;10,30;4,70
20/05/2021 05:00:00;0,00;11,20;99,80;359,10;4,00
20/05/2021 04:00:00;0,00;11,50;99,80;18,50;4,40
20/05/2021 03:00:00;0,00;11,60;99,80;18,50;5,00
20/05/2021 02:00:00;0,00;11,40;99,80;31,70;4,70
20/05/2021 01:00:00;0,00;11,40;99,80;14,50;3,00
20/05/2021 00:00:00;0,00;11,70;99,80;17,20;2,40
19/05/2021 23:00:00;0,00;11,80;99,80;344,20;2,60
19/05/2021 22:00:00;0,00;12,10;99,80;324,30;2,20
19/05/2021 21:00:00;0,00;12,40;99,70;316,10;3,10
19/05/2021 20:00:00;0,00;12,60;95,90;344,30;1,60
19/05/2021 19:00:00;0,00;12,20;99,30;58,70;2,30
19/05/2021 18:00:00;0,00;12,10;99,70;54,50;4,40
19/05/2021 17:00:00;0,00;11,70;99,80;56,80;5,20
19/05/2021 16:00:00;0,00;11,20;99,80;49,70;5,90
19/05/2021 15:00:00;0,00;11,00;99,80;42,80;6,40
19/05/2021 14:00:00;0,00;10,90;99,80;33,30;6,40
19/05/2021 13:00:00;0,00;10,60;99,80;32,60;7,70
19/05/2021 12:00:00;0,10;10,10;99,80;33,90;6,70
19/05/2021 11:00:00;0,00;9,30;99,80;33,20;7,00
19/05/2021 10:00:00;0,00;8,90;99,80;33,40;7,00
19/05/2021 09:00:00;0,00;8,80;99,80;31,40;7,70
19/05/2021 08:00:00;0,00;8,60;99,80;32,30;7,40
19/05/2021 07:00:00;0,10;8,60;99,80;29,10;7,40
19/05/2021 06:00:00;0,00;8,60;99,90;24,40;7,10
19/05/2021 05:00:00;0,00;8,50;99,90;10,00;6,90
19/05/2021 04:00:00;0,10;8,50;99,90;14,90;7,90
19/05/2021 03:00:00;0,00;8,70;99,90;9,90;7,70
19/05/2021 02:00:00;0,00;9,20;99,90;2,80;7,70
19/05/2021 01:00:00;0,00;9,80;99,90;3,70;7,90
19/05/2021 00:00:00;0,10;10,30;99,80;4,10;7,80
18/05/2021 23:00:00;0,00;10,60;99,80;3,20;7,10
18/05/2021 22:00:00;0,00;10,70;99,90;1,90;6,60
18/05/2021 21:00:00;0,00;10,70;99,90;10,50;7,70
18/05/2021 20:00:00;0,00;10,80;99,90;32,30;9,60
18/05/2021 19:00:00;0,00;10,90;99,90;35,40;10,40
18/05/2021 18:00:00;0,00;10,90;99,90;30,90;10,10
18/05/2021 17:00:00;0,00;10,80;99,90;34,20;9,90
18/05/2021 16:00:00;0,00;10,50;99,80;34,60;10,50
18/05/2021 15:00:00;0,00;10,40;99,80;30,70;9,80
18/05/2021 14:00:00;0,00;10,50;99,80;26,70;9,40
18/05/2021 13:00:00;0,00;10,40;99,80;21,90;9,00
18/05/2021 12:00:00;0,00;10,20;99,80;20,00;8,60
18/05/2021 11:00:00;0,10;10,10;99,90;24,80;8,70
18/05/2021 10:00:00;0,00;9,60;99,80;22,00;8,20
18/05/2021 09:00:00;0,00;9,40;99,80;23,40;8,00
18/05/2021 08:00:00;0,00;9,10;99,80;24,20;7,10
18/05/2021 07:00:00;0,00;9,10;99,80;15,30;6,40
18/05/2021 06:00:00;0,00;9,20;99,80;13,90;8,00
18/05/2021 05:00:00;0,00;9,30;99,80;13,50;7,80
18/05/2021 04:00:00;0,00;9,40;99,90;12,00;8,40
18/05/2021 03:00:00;0,00;9,20;99,90;10,60;8,60
18/05/2021 02:00:00;0,00;9,20;99,90;10,10;8,40
18/05/2021 01:00:00;0,00;9,40;99,90;6,80;7,50
18/05/2021 00:00:00;0,00;9,60;99,90;5,80;6,30
17/05/2021 23:00:00;0,00;9,80;99,90;9,40;6,60
17/05/2021 22:00:00;0,00;9,90;99,90;11,20;7,20
17/05/2021 21:00:00;0,00;10,00;99,90;10,20;7,10
17/05/2021 20:00:00;0,00;10,40;98,20;23,40;5,90
17/05/2021 19:00:00;0,00;10,20;94,60;24,50;5,10
17/05/2021 18:00:00;0,00;10,60;89,20;25,30;4,40
17/05/2021 17:00:00;0,00;12,40;77,10;20,70;3,70
17/05/2021 16:00:00;0,00;13,00;72,40;27,40;3,70
17/05/2021 15:00:00;0,00;13,80;67,80;356,40;3,60
17/05/2021 14:00:00;0,00;13,80;68,50;355,40;3,80
17/05/2021 13:00:00;0,00;12,80;72,10;353,80;3,80
17/05/2021 12:00:00;0,00;12,20;76,00;21,40;3,80
17/05/2021 11:00:00;0,00;10,90;81,20;39,10;4,10
17/05/2021 10:00:00;0,00;10,40;85,90;33,90;4,10
17/05/2021 09:00:00;0,00;9,40;92,50;55,40;2,40
17/05/2021 08:00:00;0,00;8,20;98,10;42,60;1,70
17/05/2021 07:00:00;0,00;8,10;96,70;5,10;1,20
17/05/2021 06:00:00;0,00;8,30;95,00;290,50;0,30
17/05/2021 05:00:00;0,00;8,20;95,40;284,00;0,90
17/05/2021 04:00:00;0,00;8,10;93,60;303,70;1,80
17/05/2021 03:00:00;0,00;8,20;91,60;310,70;1,70
17/05/2021 02:00:00;0,00;8,70;88,00;307,80;1,40
17/05/2021 01:00:00;0,00;8,70;84,70;42,10;0,50
17/05/2021 00:00:00;0,00;7,70;90,70;138,40;2,30
16/05/2021 23:00:00;0,00;7,90;90,90;154,80;3,60
16/05/2021 22:00:00;0,00;8,50;89,70;144,10;3,90
16/05/2021 21:00:00;0,00;9,10;87,90;149,10;4,20
16/05/2021 20:00:00;0,00;9,80;86,60;125,80;3,20
16/05/2021 19:00:00;0,00;10,10;89,10;38,60;0,90
16/05/2021 18:00:00;0,00;10,70;85,60;11,80;2,10
16/05/2021 17:00:00;0,00;11,70;76,30;311,50;1,90
16/05/2021 16:00:00;0,00;12,00;75,00;297,10;2,40
16/05/2021 15:00:00;0,00;12,30;75,00;293,10;2,00
16/05/2021 14:00:00;0,00;12,60;74,40;340,60;1,70
16/05/2021 13:00:00;0,00;11,40;80,00;304,90;1,80
16/05/2021 12:00:00;0,00;11,30;79,60;329,30;2,00
16/05/2021 11:00:00;0,00;11,60;79,10;14,80;1,90
16/05/2021 10:00:00;0,00;10,40;85,20;38,10;2,50
16/05/2021 09:00:00;0,00;9,90;85,30;141,60;1,60
16/05/2021 08:00:00;0,00;7,60;97,90;131,50;1,80
16/05/2021 07:00:00;0,00;7,20;99,40;44,70;0,80
16/05/2021 06:00:00;0,00;7,30;99,20;70,50;1,70
16/05/2021 05:00:00;0,00;7,20;99,70;40,10;2,40
16/05/2021 04:00:00;0,00;7,50;97,30;40,50;2,40
16/05/2021 03:00:00;0,00;8,00;94,30;44,00;2,70
16/05/2021 02:00:00;0,00;8,10;93,00;31,00;2,70
16/05/2021 01:00:00;0,00;8,50;89,60;355,80;2,50
16/05/2021 00:00:00;0,00;8,70;80,20;24,50;1,70
15/05/2021 23:00:00;0,00;9,10;73,40;14,50;1,80
15/05/2021 22:00:00;0,00;9,40;74,40;329,20;0,70
15/05/2021 21:00:00;0,00;9,30;76,30;67,20;0,50
15/05/2021 20:00:00;0,00;9,10;78,50;94,70;1,10
15/05/2021 19:00:00;0,00;8,80;80,30;87,60;1,60
15/05/2021 18:00:00;0,00;9,60;77,20;65,50;1,20
15/05/2021 17:00:00;0,00;10,70;72,80;48,90;1,70
15/05/2021 16:00:00;0,00;11,70;68,40;44,20;2,90
15/05/2021 15:00:00;0,00;12,10;67,60;48,30;2,50
15/05/2021 14:00:00;0,00;11,70;69,30;41,00;3,10
15/05/2021 13:00:00;0,00;11,10;70,50;43,00;3,80
15/05/2021 12:00:00;0,00;10,70;71,40;41,70;3,30
15/05/2021 11:00:00;0,00;9,60;75,30;47,60;3,20
15/05/2021 10:00:00;0,00;8,90;76,60;44,10;3,60
15/05/2021 09:00:00;0,00;7,40;81,20;58,90;3,80
15/05/2021 08:00:00;0,00;6,40;82,80;64,20;4,30
15/05/2021 07:00:00;0,00;6,10;83,60;69,00;3,90
15/05/2021 06:00:00;0,00;6,00;82,00;65,90;2,90
15/05/2021 05:00:00;0,00;6,10;80,70;50,50;3,40
15/05/2021 04:00:00;0,00;6,10;81,80;47,00;3,80
15/05/2021 03:00:00;0,00;6,50;78,60;51,00;4,70
15/05/2021 02:00:00;0,00;7,00;70,90;41,40;5,00
15/05/2021 01:00:00;0,00;7,50;67,50;45,40;4,70
15/05/2021 00:00:00;0,00;7,90;69,70;37,50;4,50
14/05/2021 23:00:00;0,00;7,60;84,60;49,90;4,50
14/05/2021 22:00:00;0,00;8,40;76,00;45,10;4,30
14/05/2021 21:00:00;0,00;9,50;64,00;46,10;3,20
14/05/2021 20:00:00;0,00;10,30;53,50;92,00;3,30
14/05/2021 19:00:00;0,00;11,10;53,70;101,20;3,90
14/05/2021 18:00:00;0,00;11,40;67,20;94,30;3,70
14/05/2021 17:00:00;0,00;12,60;64,50;85,90;2,90
14/05/2021 16:00:00;0,00;13,10;61,70;76,30;3,40
14/05/2021 15:00:00;0,00;11,90;67,00;63,50;3,60
14/05/2021 14:00:00;0,00;11,10;72,80;50,60;4,20
14/05/2021 13:00:00;0,00;10,20;78,40;42,50;4,50
14/05/2021 12:00:00;0,00;9,50;82,80;51,60;6,10
14/05/2021 11:00:00;0,00;7,70;90,30;47,80;6,20
14/05/2021 10:00:00;0,00;7,60;87,90;46,70;5,20
14/05/2021 09:00:00;0,00;6,70;98,00;50,70;4,70
14/05/2021 08:00:00;0,00;5,50;99,80;64,50;4,30
14/05/2021 07:00:00;0,00;5,00;99,20;65,70;4,40
14/05/2021 06:00:00;0,00;4,70;88,50;69,30;4,30
14/05/2021 05:00:00;0,00;4,50;94,60;52,20;5,10
14/05/2021 04:00:00;0,00;4,80;87,90;41,70;6,20
14/05/2021 03:00:00;0,00;5,30;80,80;43,40;6,40
14/05/2021 02:00:00;0,00;5,70;79,90;34,70;6,80
14/05/2021 01:00:00;0,00;6,00;70,10;35,70;6,00
14/05/2021 00:00:00;0,00;6,50;66,30;37,00;6,60
13/05/2021 23:00:00;0,00;6,90;66,30;46,90;7,00
13/05/2021 22:00:00;0,00;7,30;65,80;42,80;6,50
13/05/2021 21:00:00;0,00;7,50;69,10;47,00;5,50
13/05/2021 20:00:00;0,00;8,40;62,30;52,40;6,90
13/05/2021 19:00:00;0,00;8,30;66,50;52,40;6,50
13/05/2021 18:00:00;0,00;8,50;71,00;55,40;5,00
13/05/2021 17:00:00;0,00;9,40;67,60;41,60;5,00
13/05/2021 16:00:00;0,00;10,30;64,90;33,80;5,50
13/05/2021 15:00:00;0,00;10,80;63,80;37,70;6,00
13/05/2021 14:00:00;0,00;10,90;66,80;36,10;5,90
13/05/2021 13:00:00;0,00;10,60;72,20;29,80;5,80
13/05/2021 12:00:00;0,00;9,80;79,20;32,00;7,20
13/05/2021 11:00:00;0,00;9,10;85,10;33,20;7,70
13/05/2021 10:00:00;0,00;7,40;98,20;34,80;7,60
13/05/2021 09:00:00;0,00;5,90;99,30;46,00;7,30
13/05/2021 08:00:00;0,00;5,20;99,00;34,30;5,70
13/05/2021 07:00:00;0,00;5,10;99,70;37,60;5,70
13/05/2021 06:00:00;0,00;5,10;96,90;37,10;6,90
13/05/2021 05:00:00;0,00;5,20;97,60;41,10;7,60
13/05/2021 04:00:00;0,00;5,10;90,20;44,60;7,10
13/05/2021 03:00:00;0,00;5,40;78,30;44,40;8,50
13/05/2021 02:00:00;0,00;6,10;70,80;47,90;8,20
13/05/2021 01:00:00;0,00;5,90;74,00;43,50;7,10
13/05/2021 00:00:00;0,00;6,60;68,30;48,20;7,20
12/05/2021 23:00:00;0,00;7,00;69,40;45,60;7,20
12/05/2021 22:00:00;0,00;7,10;72,00;41,30;7,00
12/05/2021 21:00:00;0,00;7,10;73,50;37,00;6,50
12/05/2021 20:00:00;0,00;7,50;67,20;30,60;7,30
12/05/2021 19:00:00;0,00;7,60;69,80;39,70;6,80
12/05/2021 18:00:00;0,00;8,00;72,00;51,20;5,60
12/05/2021 17:00:00;0,00;9,30;62,40;45,20;6,20
12/05/2021 16:00:00;0,00;10,10;61,50;38,30;6,10
12/05/2021 15:00:00;0,00;10,40;62,50;33,50;6,20
12/05/2021 14:00:00;0,00;10,20;67,00;44,60;5,90
12/05/2021 13:00:00;0,00;9,90;69,50;33,60;5,70
12/05/2021 12:00:00;0,00;9,10;72,80;40,50;5,90
12/05/2021 11:00:00;0,00;7,20;79,50;39,30;5,70
12/05/2021 10:00:00;0,00;5,90;86,00;42,90;5,30
12/05/2021 09:00:00;0,00;5,20;93,90;53,00;5,20
12/05/2021 08:00:00;0,00;4,10;96,60;50,60;5,30
12/05/2021 07:00:00;0,00;3,10;98,60;61,40;4,50
12/05/2021 06:00:00;0,00;2,80;96,80;65,10;4,00
12/05/2021 05:00:00;0,00;2,60;98,30;56,10;4,30
12/05/2021 04:00:00;0,00;3,30;94,40;35,20;5,00
12/05/2021 03:00:00;0,00;3,50;91,00;41,90;5,00
12/05/2021 02:00:00;0,00;3,80;88,10;37,80;4,40
12/05/2021 01:00:00;0,00;4,20;89,20;30,10;4,30
12/05/2021 00:00:00;0,00;4,60;86,20;24,90;4,30
11/05/2021 23:00:00;0,00;4,80;82,90;37,30;3,80
11/05/2021 22:00:00;0,00;5,40;77,90;46,00;3,00
11/05/2021 21:00:00;0,00;5,70;79,20;40,50;2,90
11/05/2021 20:00:00;0,00;5,20;86,00;67,70;2,70
11/05/2021 19:00:00;0,00;5,30;83,60;55,60;3,30
11/05/2021 18:00:00;0,00;6,20;82,10;32,30;2,90
11/05/2021 17:00:00;0,00;7,80;78,30;34,30;2,70
11/05/2021 16:00:00;0,00;9,00;72,80;31,70;3,00
11/05/2021 15:00:00;0,00;9,40;71,20;31,40;3,20
11/05/2021 14:00:00;0,00;8,90;70,80;36,80;2,80
11/05/2021 13:00:00;0,00;7,60;76,60;34,80;3,30
11/05/2021 12:00:00;0,00;6,40;83,00;56,30;2,20
11/05/2021 11:00:00;0,00;5,00;91,50;36,40;3,60
11/05/2021 10:00:00;0,00;5,80;96,50;33,50;2,90
11/05/2021 09:00:00;0,00;4,80;99,70;50,00;1,80
11/05/2021 08:00:00;0,00;4,40;99,00;43,50;3,10
11/05/2021 07:00:00;0,00;4,60;98,20;37,70;3,50
11/05/2021 06:00:00;0,00;4,70;98,60;27,80;3,40
11/05/2021 05:00:00;0,00;4,90;94,30;28,70;3,10
11/05/2021 04:00:00;0,00;5,10;82,20;39,90;3,30
11/05/2021 03:00:00;0,00;6,00;62,20;30,00;2,80
11/05/2021 02:00:00;0,00;6,50;56,40;36,90;1,70
11/05/2021 01:00:00;0,00;6,70;56,80;27,80;0,90
11/05/2021 00:00:00;0,00;6,50;58,30;30,40;1,00
10/05/2021 23:00:00;0,00;5,50;55,80;123,20;1,60
10/05/2021 22:00:00;0,00;4,70;59,70;145,50;3,70
10/05/2021 21:00:00;0,00;4,60;60,30;141,30;5,70
10/05/2021 20:00:00;0,00;5,10;58,00;134,50;6,50
10/05/2021 19:00:00;0,00;6,00;52,40;122,10;6,60
10/05/2021 18:00:00;0,00;7,50;42,40;110,30;6,80
10/05/2021 17:00:00;0,00;8,40;38,60;103,00;6,30
10/05/2021 16:00:00;0,00;9,30;41,10;104,20;6,80
10/05/2021 15:00:00;0,00;10,50;50,30;102,60;5,40
10/05/2021 14:00:00;0,00;10,70;52,00;97,50;5,20
10/05/2021 13:00:00;0,00;10,40;55,40;117,30;5,60
10/05/2021 12:00:00;0,00;10,00;57,70;112,80;5,20
10/05/2021 11:00:00;0,00;9,00;59,90;124,30;6,50
10/05/2021 10:00:00;0,00;7,70;66,80;112,80;2,30
10/05/2021 09:00:00;0,00;6,30;82,30;133,80;5,70
10/05/2021 08:00:00;0,00;5,00;95,80;143,10;5,70
10/05/2021 07:00:00;0,00;4,60;99,60;152,20;5,50
10/05/2021 06:00:00;0,00;4,80;99,80;161,20;5,10
10/05/2021 05:00:00;0,00;5,20;95,60;169,90;4,90
10/05/2021 04:00:00;0,00;5,30;96,00;170,50;4,30
10/05/2021 03:00:00;0,00;5,10;99,70;161,60;4,70
10/05/2021 02:00:00;0,00;5,90;92,80;158,70;4,60
10/05/2021 01:00:00;0,00;6,50;78,10;150,90;3,00
10/05/2021 00:00:00;0,00;6,50;85,90;149,10;3,20
09/05/2021 23:00:00;0,00;7,00;87,90;155,20;3,00
09/05/2021 22:00:00;0,00;6,80;92,10;150,70;3,50
09/05/2021 21:00:00;0,00;7,30;87,40;143,20;3,90
09/05/2021 20:00:00;0,00;7,60;83,80;132,50;4,40
09/05/2021 19:00:00;0,00;7,70;82,10;136,50;5,00
09/05/2021 18:00:00;0,00;8,00;80,30;130,10;4,10
09/05/2021 17:00:00;0,00;8,10;82,00;140,90;1,00
09/05/2021 16:00:00;0,00;8,40;81,50;259,50;2,10
09/05/2021 15:00:00;0,00;8,80;79,20;272,80;1,60
09/05/2021 14:00:00;0,00;8,10;81,40;25,20;0,60
09/05/2021 13:00:00;0,00;7,10;84,30;40,80;2,30
09/05/2021 12:00:00;0,00;7,10;83,80;31,00;3,20
09/05/2021 11:00:00;0,00;6,50;86,60;29,80;4,00
09/05/2021 10:00:00;0,00;5,70;90,90;43,00;3,90
09/05/2021 09:00:00;0,00;5,30;88,20;53,30;4,30
09/05/2021 08:00:00;0,00;4,90;86,80;43,70;2,80
09/05/2021 07:00:00;0,00;4,80;88,40;25,70;3,00
09/05/2021 06:00:00;0,00;4,70;89,60;25,90;3,80
09/05/2021 05:00:00;0,00;4,70;88,30;17,00;4,00
09/05/2021 04:00:00;0,00;4,60;88,20;14,90;4,40
09/05/2021 03:00:00;0,00;4,70;86,80;20,80;5,00
09/05/2021 02:00:00;0,00;4,90;87,10;15,60;5,20
09/05/2021 01:00:00;0,00;5,10;90,30;18,40;5,50
09/05/2021 00:00:00;0,00;5,60;86,50;11,90;5,10
08/05/2021 23:00:00;0,00;5,70;84,50;10,60;4,90
08/05/2021 22:00:00;0,00;6,40;78,00;353,50;3,30
08/05/2021 21:00:00;0,00;7,10;68,50;22,60;4,00
08/05/2021 20:00:00;0,00;7,90;58,60;54,50;6,20
08/05/2021 19:00:00;0,00;7,70;60,60;53,90;5,70
08/05/2021 18:00:00;0,00;7,60;68,10;41,60;5,40
08/05/2021 17:00:00;0,00;8,10;69,70;36,10;6,10
08/05/2021 16:00:00;0,00;8,50;71,80;35,10;6,70
08/05/2021 15:00:00;0,00;8,90;72,30;30,00;6,10
08/05/2021 14:00:00;0,00;8,30;74,40;31,20;6,20
08/05/2021 13:00:00;0,00;7,50;75,00;31,50;7,20
08/05/2021 12:00:00;0,00;6,50;76,80;33,60;8,30
08/05/2021 11:00:00;0,00;4,90;85,10;29,30;8,40
08/05/2021 10:00:00;0,00;3,70;91,20;33,60;7,60
08/05/2021 09:00:00;0,00;2,30;99,70;31,70;7,50
08/05/2021 08:00:00;0,00;1,90;99,90;31,60;7,10
08/05/2021 07:00:00;0,00;2,00;99,90;24,70;8,20
08/05/2021 06:00:00;0,00;2,10;96,30;19,70;8,70
08/05/2021 05:00:00;0,00;2,20;89,80;21,20;8,70
08/05/2021 04:00:00;0,00;2,40;83,70;18,10;8,40
08/05/2021 03:00:00;0,00;2,60;81,00;20,10;7,70
08/05/2021 02:00:00;0,00;3,00;81,60;18,50;8,50
08/05/2021 01:00:00;0,00;3,40;81,30;13,00;8,60
08/05/2021 00:00:00;0,00;4,20;87,00;11,40;8,30
07/05/2021 23:00:00;0,00;4,90;88,40;13,70;7,30
07/05/2021 22:00:00;0,00;5,10;89,30;7,50;6,80
07/05/2021 21:00:00;0,00;5,30;89,40;9,90;5,60
07/05/2021 20:00:00;0,00;5,60;83,60;22,80;6,20
07/05/2021 19:00:00;0,00;5,90;76,50;27,80;6,60
07/05/2021 18:00:00;0,00;6,60;70,80;33,80;6,90
07/05/2021 17:00:00;0,00;7,40;68,50;34,40;5,80
07/05/2021 16:00:00;0,00;8,30;61,30;33,50;7,60
07/05/2021 15:00:00;0,00;8,10;63,70;41,20;8,20
07/05/2021 14:00:00;0,00;7,20;72,40;40,40;7,80
07/05/2021 13:00:00;0,00;6,70;78,90;43,90;7,80
07/05/2021 12:00:00;0,00;6,10;90,60;45,10;6,40
07/05/2021 11:00:00;0,00;5,30;98,70;46,50;6,10
07/05/2021 10:00:00;0,00;5,00;99,90;31,80;6,70
07/05/2021 09:00:00;0,00;5,30;99,90;32,10;7,10
07/05/2021 08:00:00;0,00;5,30;99,90;33,60;7,30
07/05/2021 07:00:00;0,00;5,10;99,90;38,20;7,00
07/05/2021 06:00:00;0,00;5,10;99,90;41,00;6,90
07/05/2021 05:00:00;0,00;5,10;99,90;41,50;6,80
07/05/2021 04:00:00;0,00;5,00;99,90;41,40;7,00
07/05/2021 03:00:00;0,00;5,20;99,90;35,60;8,50
07/05/2021 02:00:00;0,00;5,30;99,90;34,20;8,30
07/05/2021 01:00:00;0,00;5,50;99,90;29,90;7,30
07/05/2021 00:00:00;0,00;5,60;99,90;29,70;6,60
06/05/2021 23:00:00;0,00;6,00;99,80;28,80;5,90
06/05/2021 22:00:00;0,00;6,20;97,80;28,20;5,60
06/05/2021 21:00:00;0,00;6,70;90,60;29,00;5,40
06/05/2021 20:00:00;0,00;7,30;83,00;40,30;3,20
06/05/2021 19:00:00;0,00;7,80;80,90;56,30;3,20
06/05/2021 18:00:00;0,00;8,30;81,90;47,10;3,30
06/05/2021 17:00:00;0,00;9,30;74,90;41,30;3,80
06/05/2021 16:00:00;0,00;9,70;76,10;33,40;3,90
06/05/2021 15:00:00;0,00;9,70;77,90;35,90;3,50
06/05/2021 14:00:00;0,00;9,40;79,10;35,10;3,30
06/05/2021 13:00:00;0,00;9,70;76,50;12,00;2,70
06/05/2021 12:00:00;0,00;10,20;72,20;29,10;2,60
06/05/2021 11:00:00;0,00;9,80;73,50;42,60;2,80
06/05/2021 10:00:00;0,00;9,50;75,00;36,70;1,90
06/05/2021 09:00:00;0,00;8,50;77,70;13,40;0,10
06/05/2021 08:00:00;0,00;6,30;91,10;21,30;0,00
06/05/2021 07:00:00;0,00;5,10;92,90;6,10;0,20
06/05/2021 06:00:00;0,00;4,80;89,90;346,90;0,60
06/05/2021 05:00:00;0,00;4,80;89,60;258,60;0,10
06/05/2021 04:00:00;0,00;5,20;90,30;257,10;0,40
06/05/2021 03:00:00;0,00;5,00;90,70;247,00;2,00
06/05/2021 02:00:00;0,00;5,40;82,80;247,00;1,40
06/05/2021 01:00:00;0,00;5,60;77,10;301,80;0,20
06/05/2021 00:00:00;0,00;5,60;71,00;311,70;1,60
05/05/2021 23:00:00;0,00;5,80;71,00;315,00;0,40
05/05/2021 22:00:00;0,00;5,50;73,10;237,40;1,60
05/05/2021 21:00:00;0,00;4,90;73,90;227,90;2,90
05/05/2021 20:00:00;0,00;6,00;63,30;172,00;2,10
05/05/2021 19:00:00;0,00;6,40;59,30;153,00;4,70
05/05/2021 18:00:00;0,00;7,70;58,90;137,30;5,20
05/05/2021 17:00:00;0,00;8,70;59,40;111,20;4,80
05/05/2021 16:00:00;0,00;8,20;62,90;118,20;2,60
05/05/2021 15:00:00;0,00;7,20;69,40;158,10;1,00
05/05/2021 14:00:00;0,00;6,30;70,50;25,90;1,80
05/05/2021 13:00:00;0,00;7,70;64,10;0,10;2,10
05/05/2021 12:00:00;0,00;7,90;63,40;16,30;1,70
05/05/2021 11:00:00;0,00;6,90;65,30;37,10;1,90
05/05/2021 10:00:00;0,00;5,80;65,60;318,10;0,50
05/05/2021 09:00:00;0,00;4,40;67,50;259,40;2,90
05/05/2021 08:00:00;0,00;3,10;76,60;262,30;2,50
05/05/2021 07:00:00;0,00;3,30;80,70;302,70;2,10
05/05/2021 06:00:00;0,00;3,90;83,80;308,50;2,70
05/05/2021 05:00:00;0,00;4,10;84,50;297,60;2,50
05/05/2021 04:00:00;0,00;3,80;80,90;343,20;1,00
05/05/2021 03:00:00;0,00;3,00;76,20;72,20;0,90
05/05/2021 02:00:00;0,00;3,10;62,50;132,00;2,30
05/05/2021 01:00:00;0,00;2,40;70,30;131,20;1,10
05/05/2021 00:00:00;0,00;2,60;69,70;178,20;0,50
04/05/2021 23:00:00;0,00;2,80;70,00;189,40;1,80
04/05/2021 22:00:00;0,00;2,70;70,00;222,40;2,90
04/05/2021 21:00:00;0,00;3,10;57,10;167,10;2,00
04/05/2021 20:00:00;0,00;2,80;57,80;147,50;3,90
04/05/2021 19:00:00;0,00;2,80;60,20;146,40;5,20
04/05/2021 18:00:00;0,00;3,50;54,20;147,60;5,50
04/05/2021 17:00:00;0,00;4,60;50,60;150,30;5,50
04/05/2021 16:00:00;0,00;5,20;46,10;170,00;5,10
04/05/2021 15:00:00;0,00;4,90;50,10;181,00;6,30
04/05/2021 14:00:00;0,00;4,60;50,20;141,60;9,60
04/05/2021 13:00:00;0,00;4,00;51,90;135,70;11,50
04/05/2021 12:00:00;0,00;4,00;49,50;134,50;12,10
04/05/2021 11:00:00;0,00;3,90;49,00;131,10;12,60
04/05/2021 10:00:00;0,00;3,60;58,10;138,50;13,10
04/05/2021 09:00:00;0,00;2,80;72,20;142,40;12,90
04/05/2021 08:00:00;0,00;1,20;85,00;143,70;13,30
04/05/2021 07:00:00;0,00;1,50;84,50;143,90;12,50
04/05/2021 06:00:00;0,00;2,60;76,20;142,00;11,40
04/05/2021 05:00:00;0,00;2,30;94,30;140,10;11,90
04/05/2021 04:00:00;0,00;3,80;74,40;142,70;11,90
04/05/2021 03:00:00;0,00;4,70;70,80;140,00;12,50
04/05/2021 02:00:00;0,00;4,10;89,30;141,30;13,90
04/05/2021 01:00:00;0,00;4,30;99,60;137,10;13,40
